run_id,requirement_id,principle,source_row,requirement,backend,model,repetition,started_at,elapsed_seconds,title,description,work_items,checks_passed,structure_issues,redundancy_issues,api_response_ids,saved_run_path
ABL-P02__anthropic__1,ABL-P02,Privacy,934,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,anthropic,claude-fable-5-1,1,2026-09-14T18:24:12.878524+00:00,5.563,Security of Registered User Data and Transactions,"As a registered user, I want my transactions and sensitive information to be secured by the website, so that my identity and personal data are protected from theft and misuse.","[""Provide the highest degree of security to registered users."", ""Secure all transactions made through the website."", ""Secure sensitive information transmitted to and from the website."", ""Address identity theft and other security-related issues."", ""Prevent unauthorized transmission of users' sensitive information to third-party websites."", ""Process user information only on the basis of the user agreement."", ""Store all registered user information securely in the central database.""]",True,[],[],"[""msg_011Cf3oLNQt9qAsZDjKUbqgZ""]",outputs/backend_runs/20260914T182418Z_ABL-P02_anthropic_claude-fable-5-1_r1.json
ABL-P03__google__3,ABL-P03,Privacy,995,"If the terminal interacts with smart vehicles, it must be in a way that does not compromise the safety of either party. There must be clear limits to what data is shared and what permissions the systems have for information exchange.",google,gemini-3.8-flash,3,2026-09-14T18:24:18.442017+00:00,8.862,Safe Terminal Interaction with Smart Vehicles,"As a user, I want terminal interactions with smart vehicles to be governed by explicit data and permission boundaries, so that the safety of neither party is compromised during information exchange.","[""Ensure interactions between the terminal and smart vehicles do not compromise the safety of either party."", ""Define clear limits on the data shared between the terminal and smart vehicles."", ""Establish clear system permissions governing information exchange between the terminal and smart vehicles.""]",True,[],[],"[""v1_ChcyVHVvYXZIT0tKbVozYm9Qb09UNXFBZxIXMlR1b2F2SE9LSm1aM2JvUG9PVDVxQWc""]",outputs/backend_runs/20260914T182427Z_ABL-P03_google_gemini-3_8-flash_r3.json
ABL-P03__openai__1,ABL-P03,Privacy,995,"If the terminal interacts with smart vehicles, it must be in a way that does not compromise the safety of either party. There must be clear limits to what data is shared and what permissions the systems have for information exchange.",openai,gpt-5.6-terra,1,2026-09-14T18:24:27.304668+00:00,4.650,Safe and Bounded Smart-Vehicle Interaction,"As a user, I want terminal interactions with smart vehicles to have defined data-sharing and information-exchange permission limits, so that I can understand the boundaries of the interaction.","[""Interactions between the terminal and smart vehicles must not compromise the safety of either party."", ""The limits on data shared between the terminal and smart vehicles must be clear."", ""The permissions governing information exchange between the terminal and smart vehicles must be clear.""]",True,[],[],"[""resp_0c438bb63d92b2b1006aa83bdd01ac87d296233c8452310f49""]",outputs/backend_runs/20260914T182431Z_ABL-P03_openai_gpt-5_6-terra_r1.json
ABL-F01__google__3,ABL-F01,Freedom & Autonomy,1035,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",google,gemini-3.8-flash,3,2026-09-14T18:24:31.954815+00:00,5.080,Service Data Processing Transparency and Rights Execution,"As a passenger, I want to see which data processing activities are required for each basic or added-value service, so that I can opt in or out of services based on the data processed.","[""Provide a control that identifies which data processing activities are necessary for each basic or added-value service."", ""Allow passengers to opt in or out of basic or added-value services based on the data processed for those services."", ""Process data according to the rights execution selected by the passenger, including anonymization, deletion, or export for download and transfer to another service.""]",True,[],[],"[""v1_Chc0enVvYXIzdkN1aVUzYm9QeDZmeC1BURIXNHp1b2FyM3ZDdWlVM2JvUHg2ZngtQVE""]",outputs/backend_runs/20260914T182437Z_ABL-F01_google_gemini-3_8-flash_r3.json
ABL-J03__openai__1,ABL-J03,Justice & Equity,367,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,openai,gpt-5.6-terra,1,2026-09-14T18:24:37.034954+00:00,4.332,Inclusive African Service Presentation,"As a website visitor, I want service pages to convey an African identity while remaining welcoming to non-Africans, so that I can engage with the services without feeling excluded.","[""The website shall present an African feel without alienating non-African visitors."", ""Pages that describe services shall use animation to attract users' attention and encourage sign-up.""]",True,[],[],"[""resp_081f9189e9216845006aa83be536e087d2a86e2b538b801334""]",outputs/backend_runs/20260914T182441Z_ABL-J03_openai_gpt-5_6-terra_r1.json
ABL-T01__openai__3,ABL-T01,Transparency,975,Data information policy is communicated at the service app/web page. Procedures in place for GDPR compliance and required steps are planned for example huge amount of user data request. For example redirection of resources or waiting times are clearly communicated.,openai,gpt-5.6-terra,3,2026-09-14T18:24:41.367777+00:00,3.543,Communicate Data Policies and Request Handling,"As a user, I want the service's data information policy and the handling of large data requests to be communicated, so that I can understand how my data request will be managed.","[""Publish the data information policy on the service application or website."", ""Establish GDPR-compliance procedures and plan the required steps for requests involving large volumes of user data."", ""Clearly communicate any resource reallocation or waiting times associated with large user-data requests.""]",True,[],[],"[""resp_0bd814cac5aeebe7006aa83be99e5887d28e3f458663d64776""]",outputs/backend_runs/20260914T182444Z_ABL-T01_openai_gpt-5_6-terra_r3.json
ABL-F02__openai__1,ABL-F02,Freedom & Autonomy,961,The product shall be available to players who understand English  Spanish and French. The product shall allow the user to select the language upon accessing the product.,openai,gpt-5.6-terra,1,2026-09-14T18:24:44.911317+00:00,2.267,Language Selection Accessibility,"As a player, I want to select English, Spanish, or French when I access the product so that I can use it in a language I understand.","[""The product shall be available in English, Spanish, and French."", ""The product shall allow users to select their language upon accessing the product.""]",True,[],[],"[""resp_09f4ac163cb59498006aa83bed151087d297ac11347efcb8ed""]",outputs/backend_runs/20260914T182447Z_ABL-F02_openai_gpt-5_6-terra_r1.json
ABL-F03__anthropic__3,ABL-F03,Freedom & Autonomy,931,Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,anthropic,claude-fable-5-1,3,2026-09-14T18:24:47.178314+00:00,5.028,Session Persistence and Consistent Access to E-store Options,"As a registered user, I want my session to be maintained for at least 60 minutes of inactivity before I am prompted to log out, so that I can continue my activity without being interrupted.","[""The system shall maintain a registered user's session information for at least 60 minutes of inactivity before prompting the user to log out."", ""The system shall provide a registered user with all E-store options regardless of the time at which the user logs in.""]",True,[],[],"[""msg_011Cf3oNuLHCzb5adGqy4FeP""]",outputs/backend_runs/20260914T182452Z_ABL-F03_anthropic_claude-fable-5-1_r3.json
ABL-F01__anthropic__2,ABL-F01,Freedom & Autonomy,1035,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",anthropic,claude-fable-5-1,2,2026-09-14T18:24:52.206669+00:00,6.046,Informed Opt-In/Opt-Out Based on Data Processing per Service,"As a passenger, I want the application to identify which data processing activities are necessary for each basic or added-value service I am considering, so that I can opt in to or out of a service based on the data it processes.","[""The application shall implement a control that identifies which data processing activities are necessary for which basic or added-value services the passenger is considering using."", ""The passenger shall be able to opt in to or out of a service based on the data processing activities identified for that service."", ""Data the passenger has selected for the execution of her rights shall be processed accordingly, e.g. anonymized, deleted, or made available for the passenger to download or transfer to another service.""]",True,[],[],"[""msg_011Cf3oPGWGKb3WCKDvbh5ev""]",outputs/backend_runs/20260914T182458Z_ABL-F01_anthropic_claude-fable-5-1_r2.json
ABL-F02__openai__3,ABL-F02,Freedom & Autonomy,961,The product shall be available to players who understand English  Spanish and French. The product shall allow the user to select the language upon accessing the product.,openai,gpt-5.6-terra,3,2026-09-14T18:24:58.253102+00:00,2.930,Language Selection and Availability,"As a player, I want to select English, Spanish, or French when accessing the product, so that I can use it in a language I understand.","[""The product shall be available in English, Spanish, and French."", ""The product shall allow the user to select the language upon accessing the product.""]",True,[],[],"[""resp_002c88cdc2a21c29006aa83bfa8f4887d280cb7cbadb08f5fc""]",outputs/backend_runs/20260914T182501Z_ABL-F02_openai_gpt-5_6-terra_r3.json
ABL-F03__openai__3,ABL-F03,Freedom & Autonomy,931,Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,openai,gpt-5.6-terra,3,2026-09-14T18:25:01.183635+00:00,2.829,Session Continuity and Consistent Store Access,"As a registered user, I want my session to remain available during inactivity and to access all E-store options whenever I log in, so that I can continue using the E-store without time-dependent restrictions.","[""Maintain registered-user session information for at least 60 minutes of inactivity before prompting the user to log out."", ""Provide registered users with all E-store options regardless of the time at which they log in.""]",True,[],[],"[""resp_0f056e9df8034dde006aa83bfd5a0c87d2b827f5bf72df96b4""]",outputs/backend_runs/20260914T182504Z_ABL-F03_openai_gpt-5_6-terra_r3.json
ABL-T03__anthropic__2,ABL-T03,Transparency,1012,"System needs to provide process documentation and specs for new service joining the system. List of acceptable actions should be given. E.g. are there restrictions of data usage, bandwidth, number of API queries",anthropic,claude-fable-5-1,2,2026-09-14T18:25:04.012595+00:00,5.305,Onboarding Documentation and Usage Constraints for New Services,"As a service provider, I want process documentation and specifications for joining the system, so that I can understand the joining procedure and the constraints that apply to my service.","[""The system shall provide process documentation for a new service joining the system."", ""The system shall provide specifications for a new service joining the system."", ""The documentation shall include a list of acceptable actions for a joining service."", ""The list of acceptable actions shall state any applicable restrictions, such as restrictions on data usage, bandwidth, or number of API queries.""]",True,[],[],"[""msg_011Cf3oQ8wNGwwdWJ3TnT7Ww""]",outputs/backend_runs/20260914T182509Z_ABL-T03_anthropic_claude-fable-5-1_r2.json
ABL-T03__openai__1,ABL-T03,Transparency,1012,"System needs to provide process documentation and specs for new service joining the system. List of acceptable actions should be given. E.g. are there restrictions of data usage, bandwidth, number of API queries",openai,gpt-5.6-terra,1,2026-09-14T18:25:09.317724+00:00,3.745,Service Integration Documentation,"As a service provider, I want documentation and specifications for joining the system, so that I can determine the permitted actions and applicable usage restrictions.","[""Provide process documentation and specifications for integrating a new service with the system."", ""Provide a list of actions that are acceptable for a newly integrated service."", ""Document any restrictions on data usage, bandwidth, and number of API queries.""]",True,[],[],"[""resp_09c6bcc2812f5a8a006aa83c057fa887d2a46b1c042245e4e5""]",outputs/backend_runs/20260914T182513Z_ABL-T03_openai_gpt-5_6-terra_r1.json
ABL-J01__openai__2,ABL-J01,Justice & Equity,1009,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",openai,gpt-5.6-terra,2,2026-09-14T18:25:13.062930+00:00,5.283,Data Quality Testing Across Demographic Groups,"As a user, I want data quality to be evaluated across race, gender, and age groups before launch, so that I can examine variation between groups.","[""The data shall be tested for quality."", ""Testing shall include at least race, gender, and age groups."", ""Variance between groups shall not be significant."", ""Real-time testing in a real context shall be completed before launch.""]",True,[],[],"[""resp_06b0d20b6890071f006aa83c0949e487d28d7e66caec934a95""]",outputs/backend_runs/20260914T182518Z_ABL-J01_openai_gpt-5_6-terra_r2.json
ABL-T03__anthropic__1,ABL-T03,Transparency,1012,"System needs to provide process documentation and specs for new service joining the system. List of acceptable actions should be given. E.g. are there restrictions of data usage, bandwidth, number of API queries",anthropic,claude-fable-5-1,1,2026-09-14T18:25:18.345768+00:00,5.737,Onboarding Documentation and Acceptable Use Specification for New Services,"As a service provider, I want process documentation and specifications for joining the system, so that I can integrate my service in accordance with the defined requirements.","[""Provide process documentation for onboarding a new service to the system."", ""Provide specifications that a new service must satisfy to join the system."", ""Provide a list of acceptable actions for services participating in the system."", ""State any restrictions applicable to services, such as limits on data usage, bandwidth, or number of API queries.""]",True,[],[],"[""msg_011Cf3oRCN2EkU558sSdPaXF""]",outputs/backend_runs/20260914T182524Z_ABL-T03_anthropic_claude-fable-5-1_r1.json
ABL-F02__anthropic__3,ABL-F02,Freedom & Autonomy,961,The product shall be available to players who understand English  Spanish and French. The product shall allow the user to select the language upon accessing the product.,anthropic,claude-fable-5-1,3,2026-09-14T18:25:24.083371+00:00,4.575,Multilingual Language Availability,"As a player, I want the product to be available in English, Spanish, and French and to let me select my language when accessing the product, so that I can use the product in a language I understand.","[""The product shall be available in English, Spanish, and French."", ""The product shall allow the user to select the language upon accessing the product.""]",True,[],[],"[""msg_011Cf3oRcDykLZPEZ2DfcMKh""]",outputs/backend_runs/20260914T182528Z_ABL-F02_anthropic_claude-fable-5-1_r3.json
ABL-J03__google__3,ABL-J03,Justice & Equity,367,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,google,gemini-3.8-flash,3,2026-09-14T18:25:28.658568+00:00,7.364,Culturally Inclusive Aesthetic and Service Page Animations,"As a user, I want the website to reflect an African aesthetic without alienating non-African audiences, so that I can engage with the platform without feeling excluded.","[""Design the website to convey an African aesthetic."", ""Ensure the website visual design and presentation do not alienate non-African users."", ""Incorporate animations on pages describing services to capture user attention and encourage sign-ups.""]",True,[],[],"[""v1_ChdIanlvYXR5VEhNNk54TjhQNVlHQWlRdxIXSGp5b2F0eVRITTZOeE44UDVZR0FpUXc""]",outputs/backend_runs/20260914T182536Z_ABL-J03_google_gemini-3_8-flash_r3.json
ABL-T01__google__1,ABL-T01,Transparency,975,Data information policy is communicated at the service app/web page. Procedures in place for GDPR compliance and required steps are planned for example huge amount of user data request. For example redirection of resources or waiting times are clearly communicated.,google,gemini-3.8-flash,1,2026-09-14T18:25:36.022427+00:00,4.540,Data Information Policy and GDPR Request Handling,"As a user, I want the data information policy and data request handling procedures communicated on the service application or web page, so that I understand how my data is managed and know what to expect during high-volume data requests.","[""The data information policy is communicated and accessible on the service application and web page."", ""Procedures and required steps are established for GDPR compliance, including protocols for handling large amounts of user data requests."", ""Information regarding waiting times and any redirection of resources is clearly communicated to users during data request processing.""]",True,[],[],"[""v1_ChdJanlvYW9mRk9yYV92ZElQdzVyRnVRcxIXSWp5b2FvZkZPcmFfdmRJUHc1ckZ1UXM""]",outputs/backend_runs/20260914T182540Z_ABL-T01_google_gemini-3_8-flash_r1.json
ABL-P01__google__2,ABL-P01,Privacy,476,The product shall provide players no access to information that might reveal the identity of another player,google,gemini-3.8-flash,2,2026-09-14T18:25:40.562605+00:00,7.752,Player Identity Protection,"As a player, I want other players to have no access to information that could reveal my identity, so that my identity is not disclosed to them.","[""Prevent players from accessing any information that could reveal the identity of another player.""]",True,[],[],"[""v1_ChdLanlvYXBPNktfMkh4TjhQcTdmZXFBbxIXS2p5b2FwTzZLXzJIeE44UHE3ZmVxQW8""]",outputs/backend_runs/20260914T182548Z_ABL-P01_google_gemini-3_8-flash_r2.json
ABL-J02__openai__3,ABL-J02,Justice & Equity,1016,Systems identifies users with special need and has feature to inform terminal service provider of required help. Systems also need to be available to tract special need aids inside the Terminal.,openai,gpt-5.6-terra,3,2026-09-14T18:25:48.314980+00:00,4.443,Support for Users with Special Needs,"As a user with special needs, I want my required assistance to be communicated to the terminal service provider and my special-needs aids to be trackable within the terminal, so that I can receive the support and locate the aids I require.","[""The system shall identify users with special needs."", ""The system shall provide a feature to inform the terminal service provider of the help required by a user with special needs."", ""The system shall be available to track special-needs aids within the terminal.""]",True,[],[],"[""resp_047e31f2d483483a006aa83c2c9ff087d2afde69b8064e3123""]",outputs/backend_runs/20260914T182552Z_ABL-J02_openai_gpt-5_6-terra_r3.json
ABL-F01__openai__2,ABL-F01,Freedom & Autonomy,1035,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",openai,gpt-5.6-terra,2,2026-09-14T18:25:52.758385+00:00,4.235,Data-Processing Transparency and Rights Execution,"As a passenger, I want to see the data-processing activities required for each basic or added-value service I am considering, so that I can decide whether to opt in to or out of that service based on the data processed.","[""Provide a control that identifies the data-processing activities necessary for each basic and added-value service the passenger is considering."", ""Allow the passenger to opt in to or out of a service based on its associated data processing."", ""Process data selected by the passenger for rights execution according to that selection, including anonymization, deletion, or provision for transfer to another service or download.""]",True,[],[],"[""resp_0832b2036f8bc996006aa83c30ef3487d2a16a71f7d62887a8""]",outputs/backend_runs/20260914T182556Z_ABL-F01_openai_gpt-5_6-terra_r2.json
ABL-P01__openai__3,ABL-P01,Privacy,476,The product shall provide players no access to information that might reveal the identity of another player,openai,gpt-5.6-terra,3,2026-09-14T18:25:56.994062+00:00,2.554,Protect Player Identity,"As a player, I want other players' identities to remain undisclosed so that I cannot identify another player.","[""The product shall not provide players with access to information that might reveal another player's identity.""]",True,[],[],"[""resp_07b6058e0f0bfb93006aa83c356f2887d2ae02494ce73cae86""]",outputs/backend_runs/20260914T182559Z_ABL-P01_openai_gpt-5_6-terra_r3.json
ABL-J03__anthropic__2,ABL-J03,Justice & Equity,367,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,anthropic,claude-fable-5-1,2,2026-09-14T18:25:59.548301+00:00,9.905,Culturally Distinctive yet Inclusive Design,"As a user, I want the website to convey an African identity while remaining welcoming to non-Africans, so that I can engage with it regardless of my cultural background.","[""The website's design shall convey an African feel."", ""The African character of the website shall not alienate non-African users."", ""Pages describing the services shall use animation to attract the user's attention."", ""The animation on service description pages shall encourage users to sign up.""]",True,[],[],"[""msg_011Cf3oUEaZY43JAdqK97ibs""]",outputs/backend_runs/20260914T182609Z_ABL-J03_anthropic_claude-fable-5-1_r2.json
ABL-P01__anthropic__1,ABL-P01,Privacy,476,The product shall provide players no access to information that might reveal the identity of another player,anthropic,claude-fable-5-1,1,2026-09-14T18:26:09.453969+00:00,4.150,Player Identity Protection,"As a player, I want the product to give players no access to information that might reveal another player's identity, so that my identity remains undisclosed to other players.","[""The product shall not provide players with access to information that might reveal the identity of another player.""]",True,[],[],"[""msg_011Cf3oUx8cyS5Q9sRg7g18D""]",outputs/backend_runs/20260914T182613Z_ABL-P01_anthropic_claude-fable-5-1_r1.json
ABL-T01__google__3,ABL-T01,Transparency,975,Data information policy is communicated at the service app/web page. Procedures in place for GDPR compliance and required steps are planned for example huge amount of user data request. For example redirection of resources or waiting times are clearly communicated.,google,gemini-3.8-flash,3,2026-09-14T18:26:13.605190+00:00,5.388,Data Information Policy and GDPR Request Communication,"As a user, I want data information policies and request-handling procedures communicated on the service app and website, so that I understand data governance practices and what to expect during data requests.","[""Communicate the data information policy on the service application and website."", ""Establish procedures for GDPR compliance, including planned handling steps for high-volume user data requests."", ""Clearly communicate resource redirections or waiting times associated with processing large-scale data requests.""]",True,[],[],"[""v1_ChdTVHlvYXZxd0hMQ0IzYm9QM3BlYndBYxIXU1R5b2F2cXdITENCM2JvUDNwZWJ3QWM""]",outputs/backend_runs/20260914T182618Z_ABL-T01_google_gemini-3_8-flash_r3.json
ABL-J01__google__2,ABL-J01,Justice & Equity,1009,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",google,gemini-3.8-flash,2,2026-09-14T18:26:18.993203+00:00,6.050,Demographic and Contextual Data Quality Testing,"As a user, I want data quality evaluated through demographic testing, so that significant variance between demographic groups is avoided.","[""Test data quality across demographic groups, including at least race, gender, and age."", ""Ensure that variance between demographic groups is not significant."", ""Conduct real-time testing in a real context prior to launch.""]",True,[],[],"[""v1_ChdUenlvYXJxaUhlYk5rZFVQNll1NDBBWRIXVHp5b2FycWlIZWJOa2RVUDZZdTQwQVk""]",outputs/backend_runs/20260914T182625Z_ABL-J01_google_gemini-3_8-flash_r2.json
ABL-F03__anthropic__1,ABL-F03,Freedom & Autonomy,931,Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,anthropic,claude-fable-5-1,1,2026-09-14T18:26:25.043262+00:00,5.177,Session Persistence and Full Feature Availability,"As a registered user, I want my session to remain active during at least 60 minutes of inactivity before being prompted to log out, so that I can continue using the E-store without interruption.","[""The system shall preserve a registered user's session information for at least 60 minutes of inactivity before prompting the user to log out."", ""The system shall provide a registered user with all options of the E-store regardless of the time at which the user logs in.""]",True,[],[],"[""msg_011Cf3oW7LYm88nEoCHMnXxP""]",outputs/backend_runs/20260914T182630Z_ABL-F03_anthropic_claude-fable-5-1_r1.json
ABL-J02__openai__1,ABL-J02,Justice & Equity,1016,Systems identifies users with special need and has feature to inform terminal service provider of required help. Systems also need to be available to tract special need aids inside the Terminal.,openai,gpt-5.6-terra,1,2026-09-14T18:26:30.220345+00:00,6.939,Special-Needs Assistance and Aid Tracking,"As a terminal service provider, I want to be informed of users' required assistance and track special-needs aids within the terminal, so that I can provide the required help.","[""The system shall identify users with special needs."", ""The system shall inform the terminal service provider of the help required by users with special needs."", ""The system shall be available to track special-needs aids within the terminal.""]",True,[],[],"[""resp_0b8bf46be1e4b270006aa83c56686887d2b3242f0eea6fbb48""]",outputs/backend_runs/20260914T182637Z_ABL-J02_openai_gpt-5_6-terra_r1.json
ABL-J01__anthropic__3,ABL-J01,Justice & Equity,1009,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",anthropic,claude-fable-5-1,3,2026-09-14T18:26:37.159494+00:00,5.258,Data Quality and Group Variance Testing,"As a user, I want the data quality to be verified through testing across demographic groups, so that I am not disadvantaged by significant differences in outcomes between groups.","[""The quality of the data shall be verified through testing."", ""Testing shall, at a minimum, cover race, gender, and age."", ""Variance between the tested groups shall not be significant."", ""Real-time testing in the real context of use shall be conducted before launch.""]",True,[],[],"[""msg_011Cf3oX1Dy29EDrHLkyaq5E""]",outputs/backend_runs/20260914T182642Z_ABL-J01_anthropic_claude-fable-5-1_r3.json
ABL-J02__openai__2,ABL-J02,Justice & Equity,1016,Systems identifies users with special need and has feature to inform terminal service provider of required help. Systems also need to be available to tract special need aids inside the Terminal.,openai,gpt-5.6-terra,2,2026-09-14T18:26:42.418012+00:00,4.975,Special-Needs Assistance and Aid Tracking,"As a user with special needs, I want my required assistance to be communicated to the terminal service provider so that I can obtain the help I require in the terminal.","[""The system shall identify users with special needs."", ""The system shall provide a feature to inform the terminal service provider of the help required by users with special needs."", ""The system shall be available to track special-needs aids within the terminal.""]",True,[],[],"[""resp_0e40a7f4a4b895cb006aa83c629fc487d2b6a0d067a2857270""]",outputs/backend_runs/20260914T182647Z_ABL-J02_openai_gpt-5_6-terra_r2.json
ABL-T02__google__2,ABL-T02,Transparency,1036,Data statements need to be available and also descriptions what services optional and how to opt—out on those need to be implanted. Description of what parts of the system are used by harbor official and cannot by opt-outed.,google,gemini-3.8-flash,2,2026-09-14T18:26:47.393707+00:00,8.954,Data Statements and Opt-Out Transparency,"As a user, I want access to data statements and descriptions of optional and mandatory services, so that I understand data practices and know how to opt out of non-essential features.","[""Provide data statements within the system."", ""Document which services are optional and provide instructions on how to opt out of them."", ""Document which parts of the system are used by harbor officials and cannot be opted out of.""]",True,[],[],"[""v1_ChdianlvYXJLNExNNk54TjhQMm9HQWlRdxIXYmp5b2FySzRMTTZOeE44UDJvR0FpUXc""]",outputs/backend_runs/20260914T182656Z_ABL-T02_google_gemini-3_8-flash_r2.json
ABL-T03__anthropic__3,ABL-T03,Transparency,1012,"System needs to provide process documentation and specs for new service joining the system. List of acceptable actions should be given. E.g. are there restrictions of data usage, bandwidth, number of API queries",anthropic,claude-fable-5-1,3,2026-09-14T18:26:56.348329+00:00,5.280,Onboarding Documentation and Acceptable Actions for New Services,"As a service provider, I want process documentation and specifications for joining the system, so that I can integrate my service in accordance with the system's requirements.","[""The system shall provide process documentation for a new service joining the system."", ""The system shall provide specifications for a new service joining the system."", ""A list of acceptable actions for a joining service shall be provided, including any restrictions on data usage, bandwidth, and number of API queries.""]",True,[],[],"[""msg_011Cf3oYRXUv8zbqzrLSCa1u""]",outputs/backend_runs/20260914T182701Z_ABL-T03_anthropic_claude-fable-5-1_r3.json
ABL-P03__google__1,ABL-P03,Privacy,995,"If the terminal interacts with smart vehicles, it must be in a way that does not compromise the safety of either party. There must be clear limits to what data is shared and what permissions the systems have for information exchange.",google,gemini-3.8-flash,1,2026-09-14T18:27:01.628573+00:00,21.100,Safe Smart Vehicle Interaction and Data Exchange Boundaries,"As a user, I want terminal interactions with smart vehicles to adhere to defined limits on data sharing and permissions, so that the safety of both parties is not compromised.","[""Ensure terminal interactions with smart vehicles do not compromise the safety of either party."", ""Define and enforce clear limits on the data shared during terminal and smart vehicle interactions."", ""Define and enforce clear limits on system permissions governing information exchange between the terminal and smart vehicles.""]",True,[],[],"[""v1_ChdpRHlvYXNLY05iR0RrZFVQbnF2dnVBNBIXaUR5b2FzS2NOYkdEa2RVUG5xdnZ1QTQ""]",outputs/backend_runs/20260914T182722Z_ABL-P03_google_gemini-3_8-flash_r1.json
ABL-P01__anthropic__2,ABL-P01,Privacy,476,The product shall provide players no access to information that might reveal the identity of another player,anthropic,claude-fable-5-1,2,2026-09-14T18:27:22.729300+00:00,4.422,Protection of Player Identity,"As a player, I want the product to give me no access to information that might reveal the identity of another player, so that other players remain anonymous to me.","[""The product shall provide players no access to information that might reveal the identity of another player.""]",True,[],[],"[""msg_011Cf3oaNP393bvaQdYFjgA7""]",outputs/backend_runs/20260914T182727Z_ABL-P01_anthropic_claude-fable-5-1_r2.json
ABL-P02__anthropic__3,ABL-P02,Privacy,934,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,anthropic,claude-fable-5-1,3,2026-09-14T18:27:27.152020+00:00,5.384,Security of Registered User Information and Transactions,"As a registered user, I want my transactions and sensitive information to be secured by the website, so that my identity and data are protected from theft and misuse.","[""The website provides the highest degree of security to registered users."", ""All transactions made through the website are secured."", ""Sensitive information passed to and from the website is secured."", ""Identity theft and other security-related issues are addressed."", ""Unauthorized transmission of users' sensitive information to third-party websites for reference is prevented."", ""User information is processed only on the basis of the user agreement."", ""All information about registered users is securely stored in the central database.""]",True,[],[],"[""msg_011Cf3oagtGDmsKCi9ErfVzm""]",outputs/backend_runs/20260914T182732Z_ABL-P02_anthropic_claude-fable-5-1_r3.json
ABL-J03__google__1,ABL-J03,Justice & Equity,367,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,google,gemini-3.8-flash,1,2026-09-14T18:27:32.536088+00:00,7.909,Inclusive Cultural Design and Service Animations,"As a user, I want the website to reflect an African aesthetic without alienating non-Africans, so that the platform is culturally representative while remaining welcoming to all audiences.","[""Incorporate an African aesthetic across the website while ensuring the design does not alienate non-African visitors."", ""Include animations on service description pages to capture user attention and encourage sign-ups.""]",True,[],[],"[""v1_ChdtanlvYXVUNUxMYV92ZElQdzVyRnVRcxIXbWp5b2F1VDVMTGFfdmRJUHc1ckZ1UXM""]",outputs/backend_runs/20260914T182740Z_ABL-J03_google_gemini-3_8-flash_r1.json
