artifact_id,run_id,requirement_id,principle,source_row,requirement,backend,model,repetition,title,description,work_items,checks_passed,clarity_e1,completeness_e1,actionability_e1,testability_e1,faithfulness_e1,clarity_e2,completeness_e2,actionability_e2,testability_e2,faithfulness_e2,clarity,completeness,actionability,testability,faithfulness,overall,overall_e1,overall_e2
A045,ABL-T02__google__2,ABL-T02,Transparency,1036,Data statements need to be available and also descriptions what services optional and how to opt—out on those need to be implanted. Description of what parts of the system are used by harbor official and cannot by opt-outed.,google,gemini-3.8-flash,2,Data Statements and Opt-Out Transparency,"As a user, I want access to data statements and descriptions of optional and mandatory services, so that I understand data practices and know how to opt out of non-essential features.","[""Provide data statements within the system."", ""Document which services are optional and provide instructions on how to opt out of them."", ""Document which parts of the system are used by harbor officials and cannot be opted out of.""]",True,5,5,5,5,4,5,5,4,3,5,5.0,5.0,4.5,4.0,4.5,4.6,4.8,4.4
A046,ABL-T01__anthropic__2,ABL-T01,Transparency,975,Data information policy is communicated at the service app/web page. Procedures in place for GDPR compliance and required steps are planned for example huge amount of user data request. For example redirection of resources or waiting times are clearly communicated.,anthropic,claude-fable-5-1,2,Communication of Data Information Policy and GDPR Procedures,"As a user, I want the service's data information policy communicated on the app/web page and GDPR compliance procedures in place, so that I can review how my data is handled and know what to expect when data requests are processed.","[""The data information policy is communicated on the service app/web page."", ""Procedures for GDPR compliance are in place."", ""Required steps are planned for handling situations such as a large volume of user data requests."", ""Resulting measures, such as redirection of resources or waiting times, are clearly communicated to users.""]",True,5,5,5,5,5,5,5,4,4,5,5.0,5.0,4.5,4.5,5.0,4.8,5.0,4.6
A047,ABL-P02__openai__2,ABL-P02,Privacy,934,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,openai,gpt-5.6-terra,2,Security and Authorized Processing of User Information,"As a registered user, I want my transactions and personal information protected and processed only as agreed, so that I can use the website without exposure to unauthorized access, disclosure, or identity theft.","[""Secure all transactions made through the website."", ""Secure sensitive information transmitted to and from the website."", ""Prevent identity theft and other security-related issues affecting registered users."", ""Prevent unauthorized transmission of users' sensitive information to third-party websites for reference."", ""Process user information in accordance with the user agreement."", ""Securely store all registered-user information in the central database.""]",True,5,4,5,4,5,5,4,4,3,5,5.0,4.0,4.5,3.5,5.0,4.4,4.6,4.2
A048,ABL-T01__openai__2,ABL-T01,Transparency,975,Data information policy is communicated at the service app/web page. Procedures in place for GDPR compliance and required steps are planned for example huge amount of user data request. For example redirection of resources or waiting times are clearly communicated.,openai,gpt-5.6-terra,2,Communicate Data Policy and GDPR Request Handling,"As a user, I want the service's data information policy and the handling of data requests to be communicated, so that I can understand how my personal-data request may be managed.","[""The service app or web page must communicate the data information policy."", ""Procedures for GDPR compliance must be in place."", ""Required steps for handling large volumes of user data requests must be planned."", ""Where handling a request requires resource redirection or causes waiting times, this must be clearly communicated.""]",True,5,5,5,5,4,5,5,5,5,5,5.0,5.0,5.0,5.0,4.5,4.9,4.8,5.0
A049,ABL-P01__openai__2,ABL-P01,Privacy,476,The product shall provide players no access to information that might reveal the identity of another player,openai,gpt-5.6-terra,2,Protect Player Identity,"As a player, I want other players' identity-revealing information withheld so that I cannot identify them.","[""The product shall not provide players access to information that might reveal another player's identity.""]",True,5,5,5,5,5,5,5,4,4,5,5.0,5.0,4.5,4.5,5.0,4.8,5.0,4.6
A050,ABL-P01__openai__1,ABL-P01,Privacy,476,The product shall provide players no access to information that might reveal the identity of another player,openai,gpt-5.6-terra,1,Protect Player Identity,"As a player, I want other players' identity-revealing information withheld so that I can participate without being identified by them.","[""The product shall not provide players access to information that might reveal another player's identity.""]",True,3,5,5,5,2,5,5,4,4,5,4.0,5.0,4.5,4.5,3.5,4.3,4.0,4.6
A051,ABL-P01__anthropic__2,ABL-P01,Privacy,476,The product shall provide players no access to information that might reveal the identity of another player,anthropic,claude-fable-5-1,2,Protection of Player Identity,"As a player, I want the product to give me no access to information that might reveal the identity of another player, so that other players remain anonymous to me.","[""The product shall provide players no access to information that might reveal the identity of another player.""]",True,5,5,5,5,5,5,5,4,4,5,5.0,5.0,4.5,4.5,5.0,4.8,5.0,4.6
A052,ABL-P03__google__2,ABL-P03,Privacy,995,"If the terminal interacts with smart vehicles, it must be in a way that does not compromise the safety of either party. There must be clear limits to what data is shared and what permissions the systems have for information exchange.",google,gemini-3.8-flash,2,Safe Vehicle-Terminal Interaction and Data Exchange Limits,"As a user, I want the terminal to enforce defined boundaries on data sharing and permissions when communicating with smart vehicles, so that the safety of either party is not compromised.","[""Ensure interactions between the terminal and smart vehicles do not compromise the safety of either party."", ""Establish clear limits on the data shared between the terminal and smart vehicles."", ""Define clear limits on system permissions for information exchange between the terminal and smart vehicles.""]",True,5,5,5,4,5,5,5,4,4,5,5.0,5.0,4.5,4.0,5.0,4.7,4.8,4.6
A053,ABL-T01__anthropic__1,ABL-T01,Transparency,975,Data information policy is communicated at the service app/web page. Procedures in place for GDPR compliance and required steps are planned for example huge amount of user data request. For example redirection of resources or waiting times are clearly communicated.,anthropic,claude-fable-5-1,1,Communication of Data Information Policy and GDPR Request Handling,"As a user, I want the data information policy to be communicated on the service app/web page, so that I can consult it directly where I use the service.","[""The data information policy is communicated on the service app/web page."", ""Procedures are in place for GDPR compliance."", ""Required steps are planned for handling exceptional situations such as a large volume of user data requests."", ""Where handling of data requests results in redirection of resources or waiting times, this is clearly communicated to users.""]",True,5,5,5,5,5,5,5,4,4,5,5.0,5.0,4.5,4.5,5.0,4.8,5.0,4.6
A054,ABL-T02__google__3,ABL-T02,Transparency,1036,Data statements need to be available and also descriptions what services optional and how to opt—out on those need to be implanted. Description of what parts of the system are used by harbor official and cannot by opt-outed.,google,gemini-3.8-flash,3,Data Statements and Service Opt-Out Information,"As a user, I want access to data statements and information regarding optional and non-optional services, so that I can determine which features I can opt out of and understand mandatory system functions.","[""Make data statements accessible within the system."", ""Provide descriptions specifying which services are optional and instructions on how to opt out of them."", ""Provide descriptions specifying which parts of the system are used by harbor officials and cannot be opted out of.""]",True,5,5,5,5,5,5,5,4,3,5,5.0,5.0,4.5,4.0,5.0,4.7,5.0,4.4
A055,ABL-F02__anthropic__2,ABL-F02,Freedom & Autonomy,961,The product shall be available to players who understand English  Spanish and French. The product shall allow the user to select the language upon accessing the product.,anthropic,claude-fable-5-1,2,Multilingual Availability and Language Selection,"As a player, I want the product to be available in English, Spanish, and French and to let me select my language when I access it, so that I can use the product in a language I understand.","[""The product shall be available in English, Spanish, and French."", ""The product shall allow the user to select the language upon accessing the product.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A056,ABL-F01__openai__2,ABL-F01,Freedom & Autonomy,1035,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",openai,gpt-5.6-terra,2,Data-Processing Transparency and Rights Execution,"As a passenger, I want to see the data-processing activities required for each basic or added-value service I am considering, so that I can decide whether to opt in to or out of that service based on the data processed.","[""Provide a control that identifies the data-processing activities necessary for each basic and added-value service the passenger is considering."", ""Allow the passenger to opt in to or out of a service based on its associated data processing."", ""Process data selected by the passenger for rights execution according to that selection, including anonymization, deletion, or provision for transfer to another service or download.""]",True,5,5,5,5,4,5,5,4,3,5,5.0,5.0,4.5,4.0,4.5,4.6,4.8,4.4
A057,ABL-T03__openai__2,ABL-T03,Transparency,1012,"System needs to provide process documentation and specs for new service joining the system. List of acceptable actions should be given. E.g. are there restrictions of data usage, bandwidth, number of API queries",openai,gpt-5.6-terra,2,New Service Integration Documentation,"As a service integrator, I want documentation and specifications for joining the system, so that I can determine the permitted actions and applicable usage restrictions.","[""Provide process documentation and specifications for integrating a new service with the system."", ""Provide a list of actions that a new service is permitted to perform."", ""Document applicable restrictions on data usage, bandwidth consumption, and the number of API queries.""]",True,5,5,5,5,5,5,5,4,3,5,5.0,5.0,4.5,4.0,5.0,4.7,5.0,4.4
A058,ABL-J01__anthropic__2,ABL-J01,Justice & Equity,1009,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",anthropic,claude-fable-5-1,2,Data Quality Testing for Group Fairness,"As a user, I want the data to be quality-tested for performance variance across race, gender, and age groups before launch, so that I can assess whether the system behaves comparably across those groups.","[""Data quality shall be ensured through testing."", ""Testing shall cover, at minimum, the attributes race, gender, and age."", ""Variance in results between the tested groups shall not be significant."", ""Real-time testing in the real deployment context shall be completed before launch.""]",True,5,5,5,4,4,5,5,5,4,5,5.0,5.0,5.0,4.0,4.5,4.7,4.6,4.8
A059,ABL-P02__google__1,ABL-P02,Privacy,934,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,google,gemini-3.8-flash,1,Registered User Data and Transaction Security,"As a registered user, I want the website to secure my transactions and personal information, so that my sensitive data is protected against unauthorized transmission and identity theft.","[""Secure all transactions conducted on the website."", ""Secure sensitive information transmitted to and from the website."", ""Prevent unauthorized transmission of sensitive user information to third-party websites for reference."", ""Process user information strictly on the basis of the user agreement."", ""Securely store all registered user information in the central database."", ""Resolve identity theft and other security-related issues affecting users.""]",True,5,4,5,4,5,5,4,4,3,5,5.0,4.0,4.5,3.5,5.0,4.4,4.6,4.2
A060,ABL-T02__openai__1,ABL-T02,Transparency,1036,Data statements need to be available and also descriptions what services optional and how to opt—out on those need to be implanted. Description of what parts of the system are used by harbor official and cannot by opt-outed.,openai,gpt-5.6-terra,1,Data Statements and Opt-Out Information,"As a user, I want data statements and clear descriptions of optional services and opt-out options, so that I can understand which services I may decline and which system functions are mandatory.","[""Make data statements available."", ""Describe which services are optional."", ""Describe how to opt out of optional services."", ""Describe which parts of the system are used by harbor officials and cannot be opted out of.""]",True,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,4.5,5.0,4.9,5.0,4.8
A061,ABL-J01__openai__3,ABL-J01,Justice & Equity,1009,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",openai,gpt-5.6-terra,3,Data Quality and Group-Variance Testing,"As a user, I want the data to be tested across race, gender, and age groups before launch, so that I can assess whether outcomes vary significantly between these groups.","[""Test data quality across race, gender, and age groups."", ""Ensure that variance between the tested groups is not significant."", ""Conduct real-time testing in the real-world context before launch.""]",True,5,5,5,4,5,5,5,4,3,5,5.0,5.0,4.5,3.5,5.0,4.6,4.8,4.4
A062,ABL-F01__openai__3,ABL-F01,Freedom & Autonomy,1035,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",openai,gpt-5.6-terra,3,Service Data-Processing Choice and Rights Execution,"As a passenger, I want to see which data-processing activities are necessary for each basic or added-value service I am considering so that I can choose whether to use the service based on the data processed.","[""Provide a control that identifies the data-processing activities required for each basic or added-value service the passenger is considering."", ""Allow the passenger to opt in to or out of a service based on its required data processing."", ""Process data selected by the passenger for rights execution according to the selected action, such as anonymization, deletion, or making the data available for transfer to another service or download.""]",True,5,5,5,5,5,5,5,4,3,5,5.0,5.0,4.5,4.0,5.0,4.7,5.0,4.4
A063,ABL-T03__google__1,ABL-T03,Transparency,1012,"System needs to provide process documentation and specs for new service joining the system. List of acceptable actions should be given. E.g. are there restrictions of data usage, bandwidth, number of API queries",google,gemini-3.8-flash,1,Service Onboarding Documentation and Usage Specifications,"As a service developer, I want onboarding process documentation, specifications, and a list of acceptable actions, so that I can integrate a new service in compliance with system constraints.","[""Provide process documentation and technical specifications for integrating a new service into the system."", ""Specify acceptable actions for joined services, including any restrictions on data usage, bandwidth, and API query volume.""]",True,5,5,5,5,5,4,5,3,3,5,4.5,5.0,4.0,4.0,5.0,4.5,5.0,4.0
A064,ABL-T01__google__2,ABL-T01,Transparency,975,Data information policy is communicated at the service app/web page. Procedures in place for GDPR compliance and required steps are planned for example huge amount of user data request. For example redirection of resources or waiting times are clearly communicated.,google,gemini-3.8-flash,2,Data Information Policy and GDPR Request Communication,"As a user, I want the data information policy and data request processing conditions communicated through the service interface, so that I can review data practices and anticipate processing delays.","[""Communicate the data information policy within the service application and on the web page."", ""Establish procedures and planned operational steps to maintain GDPR compliance when processing user data requests, including high-volume data requests."", ""Clearly communicate expected waiting times, resource redirections, or related processing constraints to users during data requests.""]",True,5,5,5,5,3,4,5,4,3,5,4.5,5.0,4.5,4.0,4.0,4.4,4.6,4.2
A065,ABL-J01__google__1,ABL-J01,Justice & Equity,1009,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",google,gemini-3.8-flash,1,Data Quality and Demographic Testing,"As a user, I want data quality evaluated across demographic groups, so that significant disparities between groups are prevented.","[""Test data quality across demographic attributes, including at least race, gender, and age."", ""Verify that variance between demographic groups is not significant."", ""Perform real-time testing in an operational context prior to launch.""]",True,5,5,5,4,5,5,5,4,3,5,5.0,5.0,4.5,3.5,5.0,4.6,4.8,4.4
A066,ABL-J01__google__3,ABL-J01,Justice & Equity,1009,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",google,gemini-3.8-flash,3,Demographic Fairness and Real-Context Quality Testing,"As a user, I want the system to undergo data quality and performance testing across demographic groups and in real contexts, so that significant variance across groups is avoided prior to launch.","[""Conduct data quality testing across at least race, gender, and age attributes."", ""Verify that variance between demographic groups is not significant."", ""Perform real-time testing in a real context prior to launch.""]",True,5,5,5,4,4,5,5,4,3,5,5.0,5.0,4.5,3.5,4.5,4.5,4.6,4.4
A067,ABL-F01__anthropic__1,ABL-F01,Freedom & Autonomy,1035,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",anthropic,claude-fable-5-1,1,Service-Specific Data Processing Transparency and Opt-In/Opt-Out Control,"As a passenger, I want to see which data processing activities are necessary for each basic or added-value service I am considering, so that I can opt in to or out of a service based on the data it processes.","[""The application shall identify, for each basic or added-value service the passenger is considering, which data processing activities are necessary for that service."", ""The passenger shall be able to opt in to or out of a service based on the data processing activities identified for it."", ""Data the passenger has selected for the exercise of her rights shall be processed accordingly, e.g. anonymized, deleted, or made available for the passenger to download or transfer to another service.""]",True,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,4.5,5.0,4.9,5.0,4.8
A068,ABL-J03__google__3,ABL-J03,Justice & Equity,367,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,google,gemini-3.8-flash,3,Culturally Inclusive Aesthetic and Service Page Animations,"As a user, I want the website to reflect an African aesthetic without alienating non-African audiences, so that I can engage with the platform without feeling excluded.","[""Design the website to convey an African aesthetic."", ""Ensure the website visual design and presentation do not alienate non-African users."", ""Incorporate animations on pages describing services to capture user attention and encourage sign-ups.""]",True,4,5,4,3,5,5,5,4,2,5,4.5,5.0,4.0,2.5,5.0,4.2,4.2,4.2
A069,ABL-F02__anthropic__1,ABL-F02,Freedom & Autonomy,961,The product shall be available to players who understand English  Spanish and French. The product shall allow the user to select the language upon accessing the product.,anthropic,claude-fable-5-1,1,Multilingual Language Selection,"As a player, I want to select my language among English, Spanish, and French when accessing the product, so that I can use it in a language I understand.","[""The product shall be available in English, Spanish, and French."", ""The product shall allow the user to select the language upon accessing the product.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A070,ABL-F02__openai__1,ABL-F02,Freedom & Autonomy,961,The product shall be available to players who understand English  Spanish and French. The product shall allow the user to select the language upon accessing the product.,openai,gpt-5.6-terra,1,Language Selection Accessibility,"As a player, I want to select English, Spanish, or French when I access the product so that I can use it in a language I understand.","[""The product shall be available in English, Spanish, and French."", ""The product shall allow users to select their language upon accessing the product.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A071,ABL-F03__google__2,ABL-F03,Freedom & Autonomy,931,Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,google,gemini-3.8-flash,2,Session Inactivity Duration and Time-Independent Store Access,"As a registered user, I want my session retained during periods of inactivity and access to all e-store features regardless of when I log in, so that I can continue my activities without premature logouts or time-based restrictions on functionality.","[""Retain the registered user's session information for at least 60 minutes of inactivity before prompting to log out."", ""Make all e-store options available to the registered user regardless of the time of login.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A072,ABL-P02__openai__3,ABL-P02,Privacy,934,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,openai,gpt-5.6-terra,3,Registered User Security and Information Protection,"As a registered user, I want my transactions, sensitive information, and stored account information protected, so that I can use the website without exposure to security threats or unauthorized disclosure.","[""Secure all transactions made through the website."", ""Secure sensitive information transmitted to and from the website."", ""Address identity theft and other security-related issues affecting registered users."", ""Prevent unauthorized transmission of users' sensitive information to third-party websites for reference."", ""Process user information only on the basis of the user agreement."", ""Securely store all registered-user information in the central database.""]",True,5,4,5,4,5,5,4,4,3,5,5.0,4.0,4.5,3.5,5.0,4.4,4.6,4.2
A073,ABL-T02__openai__2,ABL-T02,Transparency,1036,Data statements need to be available and also descriptions what services optional and how to opt—out on those need to be implanted. Description of what parts of the system are used by harbor official and cannot by opt-outed.,openai,gpt-5.6-terra,2,Data Statements and Opt-Out Transparency,"As a user, I want data statements and clear information about optional services and non-optional system functions, so that I can understand which services I may decline.","[""Make data statements available."", ""Describe which services are optional and how users can opt out of them."", ""Describe which parts of the system are used by harbor officials and cannot be opted out of.""]",True,5,5,5,5,5,5,5,4,3,5,5.0,5.0,4.5,4.0,5.0,4.7,5.0,4.4
A074,ABL-F01__anthropic__3,ABL-F01,Freedom & Autonomy,1035,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",anthropic,claude-fable-5-1,3,Service-Specific Data Processing Transparency and Opt-In/Opt-Out,"As a passenger, I want to see which data processing activities are necessary for each basic or added-value service I am considering, so that I can opt in to or out of the service based on the data processed.","[""The application shall identify, for each basic or added-value service the passenger is considering, which data processing activities are necessary for that service."", ""The passenger shall be able to opt in to or out of a service based on the data processing activities identified for it."", ""Data the passenger has selected for the execution of her rights shall be processed accordingly, e.g. anonymized, deleted, or made available for the passenger to download or transfer to another service.""]",True,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,4.5,5.0,4.9,5.0,4.8
A075,ABL-F01__google__2,ABL-F01,Freedom & Autonomy,1035,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",google,gemini-3.8-flash,2,"Service Data Transparency, Consent, and Data Rights Execution","As a passenger, I want to identify which data processing activities are required for each service and manage my participation and data rights, so that I can decide which services to use based on their data practices.","[""Identify and display which data processing activities are necessary for each basic or value-added service the passenger is considering."", ""Allow the passenger to opt in to or opt out of a service based on the data processed for that service."", ""Process data selected by the passenger for rights execution according to the chosen action, including anonymization, deletion, or providing data for download or transfer to another service.""]",True,5,5,5,5,4,5,5,4,3,5,5.0,5.0,4.5,4.0,4.5,4.6,4.8,4.4
A076,ABL-P01__openai__3,ABL-P01,Privacy,476,The product shall provide players no access to information that might reveal the identity of another player,openai,gpt-5.6-terra,3,Protect Player Identity,"As a player, I want other players' identities to remain undisclosed so that I cannot identify another player.","[""The product shall not provide players with access to information that might reveal another player's identity.""]",True,5,5,5,5,5,5,5,4,4,5,5.0,5.0,4.5,4.5,5.0,4.8,5.0,4.6
A077,ABL-J01__google__2,ABL-J01,Justice & Equity,1009,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",google,gemini-3.8-flash,2,Demographic and Contextual Data Quality Testing,"As a user, I want data quality evaluated through demographic testing, so that significant variance between demographic groups is avoided.","[""Test data quality across demographic groups, including at least race, gender, and age."", ""Ensure that variance between demographic groups is not significant."", ""Conduct real-time testing in a real context prior to launch.""]",True,5,5,5,4,5,5,5,4,3,5,5.0,5.0,4.5,3.5,5.0,4.6,4.8,4.4
A078,ABL-F03__anthropic__2,ABL-F03,Freedom & Autonomy,931,Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,anthropic,claude-fable-5-1,2,Session Persistence and Full Feature Availability,"As a registered user, I want my session to be maintained for at least 60 minutes of inactivity before I am prompted to log out, so that I can resume my activity without being logged out prematurely.","[""The system shall maintain a registered user's session information for at least 60 minutes of inactivity before prompting the user to log out."", ""The system shall provide a registered user with all E-store options regardless of the time at which the user logs in.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A079,ABL-J03__anthropic__1,ABL-J03,Justice & Equity,367,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,anthropic,claude-fable-5-1,1,Culturally Inclusive Design and Engaging Service Presentation,"As a user, I want the website to convey an African feel without alienating non-Africans, so that I feel welcome regardless of my cultural background.","[""The website's design shall convey an African feel."", ""The website's design shall not alienate non-African users."", ""Pages describing the services shall use animation to attract the user's attention and encourage sign-up.""]",True,4,5,4,3,5,5,5,4,2,5,4.5,5.0,4.0,2.5,5.0,4.2,4.2,4.2
A080,ABL-J02__openai__2,ABL-J02,Justice & Equity,1016,Systems identifies users with special need and has feature to inform terminal service provider of required help. Systems also need to be available to tract special need aids inside the Terminal.,openai,gpt-5.6-terra,2,Special-Needs Assistance and Aid Tracking,"As a user with special needs, I want my required assistance to be communicated to the terminal service provider so that I can obtain the help I require in the terminal.","[""The system shall identify users with special needs."", ""The system shall provide a feature to inform the terminal service provider of the help required by users with special needs."", ""The system shall be available to track special-needs aids within the terminal.""]",True,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,4.5,5.0,4.9,5.0,4.8
A081,ABL-P03__anthropic__2,ABL-P03,Privacy,995,"If the terminal interacts with smart vehicles, it must be in a way that does not compromise the safety of either party. There must be clear limits to what data is shared and what permissions the systems have for information exchange.",anthropic,claude-fable-5-1,2,Safe and Bounded Interaction with Smart Vehicles,"As a user, I want the terminal's interaction with smart vehicles to preserve the safety of both the terminal and the vehicle, so that neither party is put at risk through their information exchange.","[""Interaction between the terminal and smart vehicles must not compromise the safety of the terminal or the vehicle."", ""Clear limits must be defined on what data is shared between the terminal and smart vehicles."", ""Clear limits must be defined on the permissions each system has for information exchange.""]",True,5,5,5,4,5,5,5,4,4,5,5.0,5.0,4.5,4.0,5.0,4.7,4.8,4.6
A082,ABL-T02__anthropic__3,ABL-T02,Transparency,1036,Data statements need to be available and also descriptions what services optional and how to opt—out on those need to be implanted. Description of what parts of the system are used by harbor official and cannot by opt-outed.,anthropic,claude-fable-5-1,3,Transparency of Data Statements and Opt-Out Options,"As a user, I want data statements and descriptions of optional and non-optional services to be available, so that I can distinguish which services I can opt out of and how.","[""Data statements shall be made available."", ""Descriptions of which services are optional shall be provided."", ""Descriptions of how to opt out of optional services shall be provided."", ""A description of which parts of the system are used by harbor officials and cannot be opted out of shall be provided.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A083,ABL-J01__anthropic__1,ABL-J01,Justice & Equity,1009,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",anthropic,claude-fable-5-1,1,Data Quality and Fairness Testing Across Demographic Groups,"As a user, I want the data quality to be verified through testing across demographic groups, so that I am not subject to significant disparities in outcomes based on race, gender, or age.","[""Data quality is ensured through testing."", ""Testing covers at least race, gender, and age."", ""Variance between demographic groups is not significant."", ""Real-time testing in the real context of use is performed before launch.""]",True,5,5,5,4,5,5,5,5,4,5,5.0,5.0,5.0,4.0,5.0,4.8,4.8,4.8
A084,ABL-F01__anthropic__2,ABL-F01,Freedom & Autonomy,1035,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",anthropic,claude-fable-5-1,2,Informed Opt-In/Opt-Out Based on Data Processing per Service,"As a passenger, I want the application to identify which data processing activities are necessary for each basic or added-value service I am considering, so that I can opt in to or out of a service based on the data it processes.","[""The application shall implement a control that identifies which data processing activities are necessary for which basic or added-value services the passenger is considering using."", ""The passenger shall be able to opt in to or out of a service based on the data processing activities identified for that service."", ""Data the passenger has selected for the execution of her rights shall be processed accordingly, e.g. anonymized, deleted, or made available for the passenger to download or transfer to another service.""]",True,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,4.5,5.0,4.9,5.0,4.8
A085,ABL-F03__openai__1,ABL-F03,Freedom & Autonomy,931,Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,openai,gpt-5.6-terra,1,Session Continuity and Consistent Store Access,"As a registered user, I want my session to remain available during periods of inactivity and to access all E-store options whenever I log in, so that I can continue using the E-store without losing access due to inactivity or login time.","[""A registered user's session information must be maintained for at least 60 minutes of inactivity before the system prompts the user to log out."", ""Registered users must be provided with all E-store options regardless of the time at which they log in.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A086,ABL-T03__anthropic__2,ABL-T03,Transparency,1012,"System needs to provide process documentation and specs for new service joining the system. List of acceptable actions should be given. E.g. are there restrictions of data usage, bandwidth, number of API queries",anthropic,claude-fable-5-1,2,Onboarding Documentation and Usage Constraints for New Services,"As a service provider, I want process documentation and specifications for joining the system, so that I can understand the joining procedure and the constraints that apply to my service.","[""The system shall provide process documentation for a new service joining the system."", ""The system shall provide specifications for a new service joining the system."", ""The documentation shall include a list of acceptable actions for a joining service."", ""The list of acceptable actions shall state any applicable restrictions, such as restrictions on data usage, bandwidth, or number of API queries.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
